timestamp;gyro_x;gyro_y;gyro_z;accel_x;accel_y;accel_z;x_rotation;y_rotation
2019-04-19 01:25:33.552881;-1.7938931297709924;-0.9694656488549618;-2.381679389312977;-0.200439453125;-0.61865234375;-0.53271484375;-47.38515989994831;13.794132129533818;
2019-04-19 01:25:34.562903;-1.4961832061068703;-0.6870229007633588;-1.8396946564885497;-0.216552734375;-0.630126953125;-0.551025390625;-46.784438920886664;14.504573304436265;
2019-04-19 01:25:35.572901;-1.8244274809160306;-0.7251908396946565;-2.8244274809160306;-0.205322265625;-0.628662109375;-0.54150390625;-47.34874413726421;13.899104877036262;
2019-04-19 01:25:36.587879;-1.83206106870229;-0.9236641221374046;-2.7709923664122136;-0.211181640625;-0.629638671875;-0.552978515625;-46.76803175487584;14.144540530651156;
2019-04-19 01:25:37.597768;-1.6946564885496183;-0.6183206106870229;-2.1603053435114505;-0.21142578125;-0.6220703125;-0.551025390625;-46.50620072515466;14.274132619845037;
2019-04-19 01:25:38.607742;-1.633587786259542;-1.0;-2.3969465648854964;-0.2158203125;-0.624267578125;-0.536865234375;-47.17316897888537;14.687879997728645;
2019-04-19 01:25:39.617783;-1.8091603053435115;-0.549618320610687;-2.3893129770992365;-0.203369140625;-0.623046875;-0.5478515625;-46.83420945611641;13.77304148002632;
2019-04-19 01:25:40.628831;-1.3511450381679388;-0.9312977099236641;-1.7557251908396947;-0.20556640625;-0.62646484375;-0.54541015625;-47.064861144973015;13.900559671973323;
2019-04-19 01:25:41.644162;-1.8091603053435115;-1.1221374045801527;-2.2977099236641223;-0.20751953125;-0.623779296875;-0.5537109375;-46.53016134835557;13.971475110710582;
2019-04-19 01:25:42.654135;-1.8625954198473282;-0.8015267175572519;-2.236641221374046;-0.212646484375;-0.610595703125;-0.55126953125;-45.94103961227678;14.493412793825627;
2019-04-19 01:25:43.663979;-1.6412213740458015;-0.7938931297709924;-2.2442748091603053;-0.2080078125;-0.625;-0.54931640625;-46.777289888281864;14.035294079889102;
2019-04-19 01:25:44.673829;-1.8091603053435115;-0.4198473282442748;-2.351145038167939;-0.20361328125;-0.60986328125;-0.53515625;-46.805859749994156;14.08741712290894;
2019-04-19 01:25:45.683843;-1.8091603053435115;-0.8625954198473282;-2.213740458015267;-0.210205078125;-0.638671875;-0.561279296875;-46.819200811422824;13.886528393539342;
2019-04-19 01:25:46.698428;-1.8244274809160306;-0.9694656488549618;-2.5114503816793894;-0.21435546875;-0.625;-0.544921875;-46.86571737570755;14.494234525846421;
2019-04-19 01:25:47.708297;-1.6870229007633588;-0.8091603053435115;-2.4122137404580153;-0.2080078125;-0.619140625;-0.54150390625;-46.865520733125074;14.191803589451723;
2019-04-19 01:25:48.718264;-1.5038167938931297;-0.7938931297709924;-1.9694656488549618;-0.206787109375;-0.62255859375;-0.541748046875;-47.03314747663417;14.066929145466743;
2019-04-19 01:25:49.728221;-1.6564885496183206;-0.6717557251908397;-2.0916030534351147;-0.21533203125;-0.627685546875;-0.54736328125;-46.86020900490488;14.49671879919171;
2019-04-19 01:25:50.738792;-1.4809160305343512;-0.8396946564885496;-2.0381679389312977;-0.211181640625;-0.62158203125;-0.547607421875;-46.643042338760964;14.30171638467104;
2019-04-19 01:25:51.753644;-1.7709923664122138;-0.8702290076335878;-2.366412213740458;-0.211181640625;-0.623291015625;-0.541015625;-47.02246474674519;14.352434293122108;
2019-04-19 01:25:52.763632;-1.6106870229007633;-0.4580152671755725;-2.3740458015267176;-0.20849609375;-0.621826171875;-0.550048828125;-46.589954501195656;14.097783743818326;
2019-04-19 01:25:53.773624;-1.8244274809160306;-0.9236641221374046;-2.1603053435114505;-0.2060546875;-0.6201171875;-0.552001953125;-46.464162932466664;13.938885787363253;
2019-04-19 01:25:54.783602;-1.900763358778626;-0.5954198473282443;-2.236641221374046;-0.20263671875;-0.623291015625;-0.549560546875;-46.77950262107813;13.704455351167669;
2019-04-19 01:25:55.793574;-1.6564885496183206;-1.0229007633587786;-2.4427480916030535;-0.21142578125;-0.62353515625;-0.55517578125;-46.386170736992554;14.210959836768405;
2019-04-19 01:25:56.808276;-1.8091603053435115;-0.6641221374045801;-2.5877862595419847;-0.21142578125;-0.626953125;-0.546875;-46.918064954016984;14.25887214697267;
2019-04-19 01:25:57.818261;-1.5419847328244274;-0.6717557251908397;-2.1603053435114505;-0.208251953125;-0.626220703125;-0.5361328125;-47.43377822105277;14.177366202004379;
2019-04-19 01:25:58.828264;-1.7557251908396947;-0.8625954198473282;-2.267175572519084;-0.208740234375;-0.62744140625;-0.556396484375;-46.55558499127789;13.977633237628412;
2019-04-19 01:25:59.838259;-1.7557251908396947;-0.6030534351145038;-2.1374045801526718;-0.20068359375;-0.618408203125;-0.543212890625;-46.880172139287694;13.702048037344472;
2019-04-19 01:26:00.848409;-1.8625954198473282;-0.8015267175572519;-2.4656488549618323;-0.206298828125;-0.624755859375;-0.538818359375;-47.277557079270565;14.039235850897885;
2019-04-19 01:26:01.858428;-1.6412213740458015;-0.6335877862595419;-2.183206106870229;-0.208740234375;-0.621826171875;-0.559326171875;-46.16652022483407;14.01354044921097;
2019-04-19 01:26:02.868343;-1.7786259541984732;-1.0305343511450382;-2.282442748091603;-0.216552734375;-0.625;-0.552490234375;-46.48498039982984;14.55257959934129;
2019-04-19 01:26:03.878260;-1.9236641221374047;-0.7175572519083969;-2.4122137404580153;-0.2060546875;-0.623779296875;-0.5478515625;-46.82184722832625;13.9389784600384;
2019-04-19 01:26:04.888226;-1.4274809160305344;-0.6412213740458015;-2.427480916030534;-0.212890625;-0.6181640625;-0.552490234375;-46.23431570585681;14.401249681035864;
2019-04-19 01:26:05.898266;-1.5954198473282444;-0.7709923664122137;-2.1374045801526718;-0.2177734375;-0.626220703125;-0.546875;-46.77181209516038;14.678071649564743;
2019-04-19 01:26:06.913024;-1.7786259541984732;-0.5572519083969466;-2.4732824427480917;-0.2021484375;-0.6259765625;-0.5498046875;-46.89946993317576;13.638277248817628;
2019-04-19 01:26:07.922997;-1.748091603053435;-0.8702290076335878;-1.9312977099236641;-0.203857421875;-0.63134765625;-0.54541015625;-47.31607845546441;13.730768713910136;
2019-04-19 01:26:08.932959;-1.8244274809160306;-0.6717557251908397;-2.7099236641221376;-0.21142578125;-0.62158203125;-0.54443359375;-46.783310168503405;14.352367309571157;
2019-04-19 01:26:09.942943;-1.6488549618320612;-0.7938931297709924;-2.068702290076336;-0.191650390625;-0.6220703125;-0.539794921875;-47.36087214979668;13.099207752876582;
2019-04-19 01:26:10.952887;-1.7251908396946565;-0.5801526717557252;-2.282442748091603;-0.21337890625;-0.626953125;-0.55322265625;-46.596783892144465;14.316096992160563;
2019-04-19 01:26:11.967823;-1.7328244274809161;-0.6793893129770993;-2.2595419847328246;-0.205078125;-0.64013671875;-0.53466796875;-48.18504556593296;13.813927912878562;
2019-04-19 01:26:12.977759;-1.9312977099236641;-0.6946564885496184;-2.564885496183206;-0.20849609375;-0.627685546875;-0.535888671875;-47.50736681103266;14.177558896622969;
2019-04-19 01:26:13.987725;-1.8244274809160306;-0.7099236641221374;-2.1374045801526718;-0.20751953125;-0.6240234375;-0.5419921875;-47.07618704928449;14.094013017333362;
2019-04-19 01:26:14.997695;-1.7633587786259541;-0.7099236641221374;-2.4580152671755724;-0.208740234375;-0.6240234375;-0.54638671875;-46.853449216713194;14.126209476304915;
2019-04-19 01:26:16.007683;-1.6564885496183206;-0.46564885496183206;-2.1603053435114505;-0.205810546875;-0.62158203125;-0.541748046875;-47.00541789564165;14.015131408327022;
2019-04-19 01:26:17.022620;-1.6793893129770991;-0.7099236641221374;-2.33587786259542;-0.209228515625;-0.615234375;-0.54150390625;-46.662925038026785;14.320725998063928;
2019-04-19 01:26:18.032591;-1.8702290076335877;-0.6106870229007634;-2.4885496183206106;-0.20458984375;-0.638427734375;-0.555908203125;-47.143527110218244;13.586644118087245;
2019-04-19 01:26:19.042564;-1.8396946564885497;-0.6030534351145038;-2.2748091603053435;-0.207763671875;-0.6123046875;-0.546630859375;-46.3170335744927;14.204451052458147;
2019-04-19 01:26:20.052513;-1.786259541984733;-0.7938931297709924;-2.2595419847328246;-0.192626953125;-0.629150390625;-0.543701171875;-47.48488687565387;13.042727151849109;
2019-04-19 01:26:21.062534;-1.5038167938931297;-0.6793893129770993;-1.9618320610687023;-0.205810546875;-0.62646484375;-0.5498046875;-46.85966559270553;13.87000687828457;
2019-04-19 01:26:22.076963;-1.7099236641221374;-0.7633587786259542;-2.2748091603053435;-0.208740234375;-0.62158203125;-0.533935546875;-47.31448750867066;14.291618318635393;
2019-04-19 01:26:23.086992;-1.7709923664122138;-0.6793893129770993;-2.236641221374046;-0.205078125;-0.621826171875;-0.548828125;-46.7042664393851;13.88867254002728;
2019-04-19 01:26:24.097153;-1.7328244274809161;-0.816793893129771;-1.8931297709923665;-0.21044921875;-0.640380859375;-0.552978515625;-47.264060325781685;13.967774552437168;
2019-04-19 01:26:25.107059;-1.7633587786259541;-0.7022900763358778;-2.1526717557251906;-0.209228515625;-0.6201171875;-0.5380859375;-47.0462886732449;14.296848435234208;
2019-04-19 01:26:26.117101;-1.7404580152671756;-0.8931297709923665;-2.183206106870229;-0.210693359375;-0.627197265625;-0.556396484375;-46.511310302171395;14.106171435062123;
2019-04-19 01:26:27.132051;-1.5419847328244274;-0.8549618320610687;-2.1526717557251906;-0.20849609375;-0.634765625;-0.537353515625;-47.759680831317894;14.073741484921353;
2019-04-19 01:26:28.142026;-1.7251908396946565;-0.6335877862595419;-2.068702290076336;-0.211181640625;-0.638671875;-0.533935546875;-48.04367034085769;14.234729843499986;
2019-04-19 01:26:29.151872;-1.6641221374045803;-0.816793893129771;-2.2977099236641223;-0.207275390625;-0.624755859375;-0.552734375;-46.62332892885261;13.954343707935047;
2019-04-19 01:26:30.162004;-1.717557251908397;-0.5343511450381679;-2.122137404580153;-0.21044921875;-0.634765625;-0.53466796875;-47.848380372582376;14.228712844197652;
2019-04-19 01:26:31.171956;-1.8778625954198473;-1.0;-2.404580152671756;-0.19091796875;-0.621337890625;-0.535888671875;-47.52354878415173;13.098622126057904;
2019-04-19 01:26:32.186786;-1.8549618320610688;-0.8854961832061069;-2.198473282442748;-0.203857421875;-0.6259765625;-0.557861328125;-46.50421762074054;13.664970378198353;
2019-04-19 01:26:33.196826;-1.6106870229007633;-0.45038167938931295;-2.0381679389312977;-0.210693359375;-0.618896484375;-0.54736328125;-46.538857143658305;14.30602521166246;
2019-04-19 01:26:34.206859;-1.900763358778626;-0.8931297709923665;-2.3053435114503817;-0.20361328125;-0.629150390625;-0.55322265625;-46.86339511462687;13.660166958230285;
2019-04-19 01:26:35.216928;-1.7099236641221374;-0.5648854961832062;-2.3435114503816794;-0.20361328125;-0.627197265625;-0.546875;-47.06460925774223;13.749424393146192;
2019-04-19 01:26:36.226969;-1.5190839694656488;-0.8778625954198473;-2.2213740458015265;-0.203369140625;-0.623046875;-0.54150390625;-47.126522748135635;13.840074416571937;
2019-04-19 01:26:37.241954;-1.7938931297709924;-0.5877862595419847;-0.10687022900763359;-0.21044921875;-0.62451171875;-0.541748046875;-47.057877222168464;14.281438215537577;
2019-04-19 01:26:38.251906;-1.748091603053435;-0.7862595419847328;-2.0076335877862594;-0.20703125;-0.62451171875;-0.54052734375;-47.17456985036761;14.071825078867638;
2019-04-19 01:26:39.261866;-1.7099236641221374;-0.7862595419847328;-2.2061068702290076;-0.215087890625;-0.610595703125;-0.54541015625;-46.16341009564751;14.719720488367603;
2019-04-19 01:26:40.271849;-1.7557251908396947;-0.6717557251908397;-2.282442748091603;-0.211669921875;-0.638916015625;-0.5458984375;-47.4980262425697;14.13744818612735;
2019-04-19 01:26:41.281855;-1.7557251908396947;-0.9007633587786259;-2.404580152671756;-0.20703125;-0.615966796875;-0.546875;-46.489198316730814;14.10858718169165;
2019-04-19 01:26:42.296559;-1.5954198473282444;-0.5343511450381679;-2.1374045801526718;-0.210693359375;-0.630126953125;-0.55615234375;-46.655590161249364;14.073418792301874;
2019-04-19 01:26:43.306775;-1.83206106870229;-0.8473282442748091;-2.4580152671755724;-0.216552734375;-0.626708984375;-0.558837890625;-46.27933652463362;14.46139491456398;
2019-04-19 01:26:44.316843;-1.5725190839694656;-0.8244274809160306;-2.114503816793893;-0.2119140625;-0.6220703125;-0.561767578125;-46.01515038607487;14.18847556601581;
2019-04-19 01:26:45.326884;-1.9236641221374047;-0.7099236641221374;-2.0076335877862594;-0.208740234375;-0.6220703125;-0.54638671875;-46.76382279730338;14.150257947057975;
2019-04-19 01:26:46.337049;-1.7404580152671756;-1.0458015267175573;-2.282442748091603;-0.21875;-0.616943359375;-0.5419921875;-46.548207611626104;14.915944966302838;
2019-04-19 01:26:47.351871;-1.717557251908397;-0.6641221374045801;-2.183206106870229;-0.21337890625;-0.621826171875;-0.545654296875;-46.70427388773603;14.46283164793176;
2019-04-19 01:26:48.361837;-1.6717557251908397;-0.7251908396946565;-2.4580152671755724;-0.212646484375;-0.631591796875;-0.5498046875;-46.97450805705789;14.248769525812135;
2019-04-19 01:26:49.371993;-1.633587786259542;-0.8244274809160306;-2.045801526717557;-0.20849609375;-0.624267578125;-0.545166015625;-46.92468043156334;14.120477386502664;
2019-04-19 01:26:50.381849;-3.801526717557252;-0.8396946564885496;-2.213740458015267;-0.205078125;-0.6279296875;-0.5458984375;-47.11762237261596;13.84596999248589;
2019-04-19 01:26:51.391862;-1.6946564885496183;-0.9236641221374046;-2.3969465648854964;-0.2041015625;-0.626220703125;-0.560791015625;-46.3790819041247;13.647293108824394;
2019-04-19 01:26:52.407233;-1.6564885496183206;-0.549618320610687;-2.4656488549618323;-0.20458984375;-0.624755859375;-0.55859375;-46.40314934599353;13.718874356620079;
2019-04-19 01:26:53.417149;-1.7099236641221374;-0.8091603053435115;-2.480916030534351;-0.203369140625;-0.62451171875;-0.551513671875;-46.73380007107024;13.71705268692914;
2019-04-19 01:26:54.427170;-1.7557251908396947;-0.7251908396946565;-2.213740458015267;-0.20849609375;-0.6103515625;-0.533447265625;-46.820632331704715;14.424253753127077;
2019-04-19 01:26:55.437276;-1.6259541984732824;-0.916030534351145;-2.4122137404580153;-0.20361328125;-0.62451171875;-0.5546875;-46.58516182825723;13.699605235817145;
2019-04-19 01:26:56.447252;-1.6870229007633588;-0.8320610687022901;-2.366412213740458;-0.21044921875;-0.6103515625;-0.531982421875;-46.85302133814526;14.570240696489698;
2019-04-19 01:26:57.461997;-1.702290076335878;-0.732824427480916;-2.2900763358778624;-0.208984375;-0.630615234375;-0.548095703125;-47.0716197370837;14.043068597374656;
2019-04-19 01:26:58.471979;-1.8396946564885497;-1.1221374045801527;-2.2290076335877864;-0.207763671875;-0.640380859375;-0.54248046875;-47.78805827674237;13.904217039853478;
2019-04-19 01:26:59.481909;-0.08396946564885496;-0.7633587786259542;-2.381679389312977;-0.201171875;-0.60986328125;-0.537353515625;-46.74631521057261;13.901222027466567;
2019-04-19 01:27:00.491882;-1.6717557251908397;-0.9618320610687023;-2.3282442748091605;-0.208984375;-0.627685546875;-0.550537109375;-46.82755988147993;14.052779700926997;
2019-04-19 01:27:01.501802;-1.900763358778626;-0.7251908396946565;-2.2595419847328246;-0.2119140625;-0.6240234375;-0.547119140625;-46.764472476547006;14.324215292611962;
2019-04-19 01:27:02.517021;-1.6946564885496183;-0.7938931297709924;-2.16793893129771;-0.20458984375;-0.6103515625;-0.548095703125;-46.213262537928195;14.003887284663273;
2019-04-19 01:27:03.527080;-1.7633587786259541;-0.9083969465648855;-2.2900763358778624;-0.20263671875;-0.62744140625;-0.549560546875;-46.9692246537673;13.65515222757053;
2019-04-19 01:27:04.537268;-1.7251908396946565;-0.8320610687022901;-2.015267175572519;-0.207763671875;-0.62890625;-0.53271484375;-47.723158460337956;14.148284612479546;
2019-04-19 01:27:05.547303;-1.83206106870229;-0.8320610687022901;-2.984732824427481;-0.2080078125;-0.6298828125;-0.54345703125;-47.26733056086765;14.037977933352877;
2019-04-19 01:27:06.557208;-1.4885496183206106;-0.7099236641221374;-1.3358778625954197;-0.21435546875;-0.62646484375;-0.543701171875;-46.98812603442422;14.489145490967191;
2019-04-19 01:27:07.572027;-1.900763358778626;-0.7709923664122137;-2.8091603053435112;-0.2119140625;-0.611083984375;-0.5341796875;-46.758546865366135;14.63276673856709;
2019-04-19 01:27:08.581999;-1.786259541984733;-0.6412213740458015;-2.236641221374046;-0.2080078125;-0.611572265625;-0.543701171875;-46.41277322390039;14.262068644222236;
2019-04-19 01:27:09.591932;-1.8091603053435115;-0.8091603053435115;-2.183206106870229;-0.193115234375;-0.640380859375;-0.554931640625;-47.462449523004224;12.838403918255384;
